"full_date","speechtitle","hyperlink","name","position_cat1","type"
2008-04-21,"Developing Sustainable Capital for Community Investments","http://www.federalreserve.gov/newsevents/speech/kroszner20080421a.htm","Randall S. Kroszner","1","Public"
2008-04-24,"Sovereign wealth funds","http://www.federalreserve.gov/newsevents/testimony/alvarez20080424a.htm","Scott G. Alvarez","General Counsel","Senate"
2008-05-05,"Mortgage Delinquencies and Foreclosures","http://www.federalreserve.gov/newsevents/speech/Bernanke20080505a.htm","Ben S. Bernanke","3","Public"
2008-05-07,"Mitigating the Impact of Foreclosures on Neighborhoods","http://www.federalreserve.gov/newsevents/speech/kroszner20080507a.htm","Randall S. Kroszner","1","Public"
2008-05-13,"Liquidity Provision by the Federal Reserve","http://www.federalreserve.gov/newsevents/speech/bernanke20080513.htm","Ben S. Bernanke","3","Public"
2008-05-14,"Risk Management and Basel II","http://www.federalreserve.gov/newsevents/speech/kroszner20080514a.htm","Randall S. Kroszner","1","Public"
2008-05-15,"Risk Management in Financial Institutions","http://www.federalreserve.gov/newsevents/speech/bernanke20080515a.htm","Ben S. Bernanke","3","Public"
2008-05-15,"How Should We Respond to Asset Price Bubbles?","http://www.federalreserve.gov/newsevents/speech/mishkin20080515a.htm","Frederic S. Mishkin","1","Public"
2008-05-20,"The Economic Outlook","http://www.federalreserve.gov/newsevents/speech/kohn20080520a.htm","Donald L. Kohn","2","Public"
2008-05-21,"The Federal Funds Rate in Extraordinary Times","http://www.federalreserve.gov/newsevents/speech/warsh20080521a.htm","Kevin Warsh","1","Public"
2008-05-22,"Prospects for Recovery and Repair of Mortgage Markets","http://www.federalreserve.gov/newsevents/speech/kroszner20080522a.htm","Randall S. Kroszner","1","Public"
2008-05-29,"Liquidity Provision by the Federal Reserve","http://www.federalreserve.gov/newsevents/speech/bernanke20080513.htm","Ben S. Bernanke","3","Public"
2008-05-29,"Money Markets and Financial Stability","http://www.federalreserve.gov/newsevents/speech/kohn20080529a.htm","Donald L. Kohn","2","Public"
2008-05-29,"Money Markets and Financial Stability","http://www.federalreserve.gov/newsevents/speech/kohn20080529a.htm","Donald L. Kohn","2","Public"
2008-06-03,"Remarks on the economic outlook","http://www.federalreserve.gov/newsevents/speech/bernanke20080603a.htm","Ben S. Bernanke","3","Public"
2008-06-04,"Remarks on Class Day 2008","http://www.federalreserve.gov/newsevents/speech/bernanke20080604a.htm","Ben S. Bernanke","3","Public"
2008-06-05,"Condition of the banking system","http://www.federalreserve.gov/newsevents/testimony/kohn20080605a.htm","man,Â Donald L. Kohn","Vice Chair","Senate"
2008-06-06,"Financial Market Developments and Credit Conditions","http://www.federalreserve.gov/newsevents/speech/kroszner20080606a.htm","Randall S. Kroszner","1","Public"
2008-06-09,"Outstanding Issues in the Analysis of Inflation","http://www.federalreserve.gov/newsevents/speech/bernanke20080609a.htm","Ben S. Bernanke","3","Public"
2008-06-11,"Lessons for Central Bankers from a Phillips Curve Framework","http://www.federalreserve.gov/newsevents/speech/Kohn20080611a.htm","Donald L. Kohn","2","Public"
2008-06-11,"Protecting Consumers in the Credit Marketplace","http://www.federalreserve.gov/newsevents/speech/kroszner20080611a.htm","Randall S. Kroszner","1","Public"
2008-06-12,"Dedication of the New Federal Reserve Bank of Kansas City Building","http://www.federalreserve.gov/newsevents/speech/bernanke20080612a.htm","Ben S. Bernanke","3","Public"
2008-06-16,"Challenges for Health-Care Reform","http://www.federalreserve.gov/newsevents/speech/bernanke20080616a.htm","Ben S. Bernanke","3","Public"
2008-06-19,"Risk management and its implications for systemic risk","http://www.federalreserve.gov/newsevents/testimony/kohn20080619a.htm","man,Â Donald L. Kohn","Vice Chair","Senate"
2008-06-26,"Global Economic Integration and Decoupling","http://www.federalreserve.gov/newsevents/speech/kohn20080626a.htm","Donald L. Kohn","2","Public"
2008-07-02,"Global Financial Turmoil and the World Economy","http://www.federalreserve.gov/newsevents/speech/mishkin20080702a.htm","Frederic S. Mishkin","1","Public"
2008-07-08,"Financial Regulation and Financial Stability","http://www.federalreserve.gov/newsevents/speech/bernanke20080708a.htm","Ben S. Bernanke","3","Public"
2008-07-09,"Over-the-counter derivatives","http://www.federalreserve.gov/newsevents/testimony/parkinson20080709a.htm","Patrick M. Parkinson","Deputy Director","Senate"
2008-07-10,"Regulatory restructuring","http://www.federalreserve.gov/newsevents/testimony/bernanke20080710a.htm","Ben S. Bernanke","Chairman","House"
2008-07-15,"Semiannual Monetary Policy Report to the Congress","http://www.federalreserve.gov/newsevents/testimony/bernanke20080715a.htm","Ben S. Bernanke","Chairman","Senate"
2008-07-17,"Equal Credit Opportunity Act","http://www.federalreserve.gov/newsevents/testimony/braunstein20080717a.htm","Sandra F. Braunstein","Director","House"
2008-07-17,"Federal Reserve's Initiatives to Support Minority-Owned Institutions and Expand Consumer Protection","http://www.federalreserve.gov/newsevents/speech/kroszner20080717a.htm","Randall S. Kroszner","1","Public"
2008-07-28,"Whither Federal Reserve Communications","http://www.federalreserve.gov/newsevents/speech/mishkin20080728a.htm","Frederic S. Mishkin","1","Public"
2008-07-28,"Remarks on covered bond framework","http://www.federalreserve.gov/newsevents/speech/warsh20080728a.htm","Kevin Warsh","1","Public"
2008-08-22,"Reducing Systemic Risk","http://www.federalreserve.gov/newsevents/speech/bernanke20080822a.htm","Ben S. Bernanke","3","Public"
2008-09-01,"The United States in the International Financial System: A Separate Reality? Resolving Two Puzzles in the International Accounts","http://www.federalreserve.gov/newsevents/speech/kroszner20080901a.htm","Randall S. Kroszner","1","Public"
2008-09-09,"Remarks on historically black colleges and universities","http://www.federalreserve.gov/newsevents/speech/bernanke20080909a.htm","Ben S. Bernanke","3","Public"
2008-09-11,"Comments on Ã’Financial Regulation in a System Context,Ã“ Ã’Beyond Leveraged Losses: The Balance Sheet Effects of the Home Price Downturn,Ã“ and Ã’The Central Role of House Prices in the Financial Crisis: How Will the Market Clear?Ã“","http://www.federalreserve.gov/newsevents/speech/kohn20080911a.htm","Donald L. Kohn","2","Public"
2008-09-23,"U.S. financial markets","http://www.federalreserve.gov/newsevents/testimony/bernanke20080923a1.htm","Ben S. Bernanke","Chairman","Senate"
2008-09-24,"Economic outlook","http://www.federalreserve.gov/newsevents/testimony/bernanke20080924a.htm","Ben S. Bernanke","Chairman",""
2008-10-07,"Current Economic and Financial Conditions","http://www.federalreserve.gov/newsevents/speech/bernanke20081007a.htm","Ben S. Bernanke","3","Public"
2008-10-14,"Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20081014a.htm","Ben S. Bernanke","3","Public"
2008-10-15,"Stabilizing the Financial Markets and the Economy","http://www.federalreserve.gov/newsevents/speech/bernanke20081015a.htm","Ben S. Bernanke","3","Public"
2008-10-15,"Economic Outlook","http://www.federalreserve.gov/newsevents/speech/kohn20081015a.htm","Donald L. Kohn","2","Public"
2008-10-20,"Economic outlook and financial markets","http://www.federalreserve.gov/newsevents/testimony/bernanke20081020a.htm","Ben S. Bernanke","Chairman","House"
2008-10-20,"Strategic Risk Management in an Interconnected World","http://www.federalreserve.gov/newsevents/speech/kroszner20081020a.htm","Randall S. Kroszner","1","Public"
2008-10-23,"Foreclosure prevention efforts and market stability","http://www.federalreserve.gov/newsevents/testimony/duke20081023a.htm","Elizabeth A. Duke","Governor","Senate"
2008-10-31,"The Future of Mortgage Finance in the United States","http://www.federalreserve.gov/newsevents/speech/bernanke20081031a.htm","Ben S. Bernanke","3","Public"
2008-11-06,"The Promise and Peril of the New Financial Architecture","http://www.federalreserve.gov/newsevents/speech/warsh20081106a.htm","Kevin Warsh","1","Public"
2008-11-12,"Productivity and Innovation in Financial Services","http://www.federalreserve.gov/newsevents/speech/kohn20081112a.htm","Donald L. Kohn","2","Public"
2008-11-14,"Policy Coordination Among Central Banks","http://www.federalreserve.gov/newsevents/speech/bernanke20081214a.htm","Ben S. Bernanke","3","Public"
2008-11-18,"Troubled Asset Relief Program and the Federal Reserve's liquidity facilities","http://www.federalreserve.gov/newsevents/testimony/bernanke20081118a.htm","Ben S. Bernanke","Chairman","House"
2008-11-19,"Monetary Policy and Asset Prices Revisited","http://www.federalreserve.gov/newsevents/speech/kohn20081119a.htm","Donald L. Kohn","2","Public"
2008-11-20,"Credit derivatives","http://www.federalreserve.gov/newsevents/testimony/parkinson20081120a.htm","Patrick M. Parkinson","Deputy Director","House"
2008-11-20,"Effects of the financial crisis on small business","http://www.federalreserve.gov/newsevents/testimony/kroszner20081120a.htm","Randall S. Kroszner","Governor","House"
2008-12-01,"Federal Reserve Policies in the Financial Crisis","http://www.federalreserve.gov/newsevents/speech/bernanke20081201a.htm","Ben S. Bernanke","3","Public"
2008-12-03,"The Community Reinvestment Act and the Recent Mortgage Crisis","http://www.federalreserve.gov/newsevents/speech/kroszner20081203a.htm","Randall S. Kroszner","1","Public"
2008-12-04,"Housing, Mortgage Markets, and Foreclosures","http://www.federalreserve.gov/newsevents/speech/bernanke20081204a.htm","Ben S. Bernanke","3","Public"
2008-12-04,"Improving the Infrastructure for Non-Agency Mortgage-Backed Securities","http://www.federalreserve.gov/newsevents/speech/kroszner20081204a.htm","Randall S. Kroszner","1","Public"
2008-12-08,"Assessing the Potential for Instability in Financial Markets","http://www.federalreserve.gov/newsevents/speech/kroszner20081208a.htm","Randall S. Kroszner","1","Public"
2008-12-08,"Restoring Financial Intermediation by Banks: The Role of Regulators","http://www.federalreserve.gov/newsevents/speech/kohn20081208a.htm","Donald L. Kohn","2","Public"
2009-01-13,"Troubled Asset Relief Program","http://www.federalreserve.gov/newsevents/testimony/kohn20090113a.htm","Donald L. Kohn","Vice Chairman","House"
2009-01-13,"The Crisis and the Policy Response","http://www.federalreserve.gov/newsevents/speech/bernanke20090113a.htm","Ben S. Bernanke","3","Public"
2009-02-10,"Federal Reserve programs to strengthen credit markets and the economy","http://www.federalreserve.gov/newsevents/testimony/bernanke20090210a.htm","Ben S. Bernanke","Chairman","House"
2009-02-11,"Stabilizing the Housing Market: Next Steps","http://www.federalreserve.gov/newsevents/speech/duke20090211a.htm","Elizabeth A. Duke","1","Public"
2009-02-16,"Stabilizing the Housing Market: Focus on Communities","http://www.federalreserve.gov/newsevents/speech/duke20090216a.htm","Elizabeth A. Duke","1","Public"
2009-02-18,"Federal Reserve Policies to Ease Credit and Their Implications for the Fed's Balance Sheet","http://www.federalreserve.gov/newsevents/speech/bernanke20090218a.htm","Ben S. Bernanke","3","Public"
2009-02-24,"Semiannual Monetary Policy Report to the Congress","http://www.federalreserve.gov/newsevents/testimony/bernanke20090224a.htm","Ben S. Bernanke","Chairman","Senate"
2009-02-24,"CRA: A Framework for the Future","http://www.federalreserve.gov/newsevents/speech/duke20090224a.htm","Elizabeth A. Duke","1","Public"
2009-02-24,"CRA: A Framework for the Future","http://www.federalreserve.gov/newsevents/speech/duke20090224a.htm","Elizabeth A. Duke","1","Public"
2009-03-03,"Current economic and financial conditions and the federal budget","http://www.federalreserve.gov/newsevents/testimony/bernanke20090303a.htm","Ben S. Bernanke","Chairman","Senate"
2009-03-05,"American International Group","http://www.federalreserve.gov/newsevents/testimony/kohn20090305a.htm","Donald L. Kohn","Vice Chairman","Senate"
2009-03-07,"Brief Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20090307a.htm","Ben S. Bernanke","3","Public"
2009-03-10,"Financial Reform to Address Systemic Risk","http://www.federalreserve.gov/newsevents/speech/bernanke20090310a.htm","Ben S. Bernanke","3","Public"
2009-03-11,"Mortgage lending reform","http://www.federalreserve.gov/newsevents/testimony/braunstein20090311a.htm","Sandra F. Braunstein","Director","House"
2009-03-18,"Risk management in the banking industry","http://www.federalreserve.gov/newsevents/testimony/cole20090318a.htm","Roger T. Cole","Director","Senate"
2009-03-19,"Protections for users of credit cards and overdraft services","http://www.federalreserve.gov/newsevents/testimony/braunstein20090319a.htm","Sandra F. Braunstein","Director","House"
2009-03-19,"Modernizing bank supervision and regulation","http://www.federalreserve.gov/newsevents/testimony/tarullo20090319a.htm","Daniel K. Tarullo","Governor","Senate"
2009-03-20,"Enforcement of financial consumer protection laws","http://www.federalreserve.gov/newsevents/testimony/duke20090320a.htm","Elizabeth A. Duke","Governor","House"
2009-03-20,"The Financial Crisis and Community Banking","http://www.federalreserve.gov/newsevents/speech/bernanke20090320a.htm","Ben S. Bernanke","3","Public"
2009-03-24,"American International Group","http://www.federalreserve.gov/newsevents/testimony/bernanke20090324a.htm","Ben S. Bernanke","Chairman","House"
2009-03-25,"Credit availability and prudent lending standards","http://www.federalreserve.gov/newsevents/testimony/duke20090325a.htm","Elizabeth A. Duke","Governor","House"
2009-03-30,"A Framework for Analyzing Bank Lending","http://www.federalreserve.gov/newsevents/speech/duke20090330a.htm","Elizabeth A. Duke","1","Public"
2009-04-03,"Policies to Bring Us Out of the Financial Crisis and Recession","http://www.federalreserve.gov/newsevents/speech/kohn20090403a.htm","Donald L. Kohn","2","Public"
2009-04-03,"The Federal Reserve's Balance Sheet","http://www.federalreserve.gov/newsevents/speech/bernanke20090403a.htm","Ben S. Bernanke","3","Public"
2009-04-06,"The Panic of 2008","http://www.federalreserve.gov/newsevents/speech/warsh20090406a.htm","Kevin Warsh","1","Public"
2009-04-14,"Four Questions about the Financial Crisis","http://www.federalreserve.gov/newsevents/speech/bernanke20090414a.htm","Ben S. Bernanke","3","Public"
2009-04-17,"Financial Innovation and Consumer Protection","http://www.federalreserve.gov/newsevents/speech/bernanke20090417a.htm","Ben S. Bernanke","3","Public"
2009-04-18,"Monetary Policy in the Financial Crisis","http://www.federalreserve.gov/newsevents/speech/kohn20090418a.htm","Donald L. Kohn","2","Public"
2009-04-20,"The Economic Outlook","http://www.federalreserve.gov/newsevents/speech/kohn20090420a.htm","Donald L. Kohn","2","Public"
2009-04-29,"Financial literacy","http://www.federalreserve.gov/newsevents/testimony/braunstein20090429a.htm","Sandra F. Braunstein","Director","Senate"
2009-05-05,"The economic outlook","http://www.federalreserve.gov/newsevents/testimony/bernanke20090505a.htm","Ben S. Bernanke","Chairman",""
2009-05-07,"Lessons of the Financial Crisis for Banking Supervision","http://www.federalreserve.gov/newsevents/speech/bernanke20090507a.htm","Ben S. Bernanke","3","Public"
2009-05-11,"The Supervisory Capital Assessment Program","http://www.federalreserve.gov/newsevents/speech/bernanke20090511a.htm","Ben S. Bernanke","3","Public"
2009-05-20,"Municipal finance","http://www.federalreserve.gov/newsevents/testimony/wilcox20090521a.htm","David W. Wilcox","Deputy Director","House"
2009-05-22,"Commencement address","http://www.federalreserve.gov/newsevents/speech/bernanke20090522a.htm","Ben S. Bernanke","3","Public"
2009-05-23,"Interactions between Monetary and Fiscal Policy in the Current Situation","http://www.federalreserve.gov/newsevents/speech/kohn20090523a.htm","Donald L. Kohn","2","Public"
2009-06-03,"Current economic and financial conditions and the federal budget","http://www.federalreserve.gov/newsevents/testimony/bernanke20090603a.htm","Ben S. Bernanke","Chairman","House"
2009-06-04,"Welcoming Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20090604a.htm","Ben S. Bernanke","3","Public"
2009-06-04,"Welcoming Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20090604a.htm","Ben S. Bernanke","3","Public"
2009-06-08,"Financial Regulation in the Wake of the Crisis","http://www.federalreserve.gov/newsevents/speech/tarullo20090608a.htm","Daniel K. Tarullo","1","Public"
2009-06-10,"The Systemic Importance of Consumer Protection","http://www.federalreserve.gov/newsevents/speech/duke20090610a.htm","Elizabeth A. Duke","1","Public"
2009-06-11,"Executive compensation","http://www.federalreserve.gov/newsevents/testimony/alvarez20090611a.htm","Scott G. Alvarez","General Counsel","House"
2009-06-15,"Large Banks and Small Banks in an Era of Systemic Risk Regulation","http://www.federalreserve.gov/newsevents/speech/tarullo20090615a.htm","Daniel K. Tarullo","1","Public"
2009-06-15,"Containing the Crisis and Promoting Economic Recovery","http://www.federalreserve.gov/newsevents/speech/duke20090616a.htm","Elizabeth A. Duke","1","Public"
2009-06-16,"Defining Deviancy","http://www.federalreserve.gov/newsevents/speech/warsh20090616a.htm","Kevin Warsh","1","Public"
2009-06-17,"Community Development Financial Institutions: Challenges and Opportunities","http://www.federalreserve.gov/newsevents/speech/bernanke20090617a.htm","Ben S. Bernanke","3","Public"
2009-06-22,"Over-the-counter derivatives","http://www.federalreserve.gov/newsevents/testimony/white20090622a.htm","Patricia White","Associate Director","Senate"
2009-06-25,"Acquisition of Merrill Lynch by Bank of America","http://www.federalreserve.gov/newsevents/testimony/bernanke20090625a.htm","Ben S. Bernanke","Chairman","House"
2009-06-26,"Brief Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20090626a.htm","Ben S. Bernanke","3","Public"
2009-07-09,"Commercial real estate","http://www.federalreserve.gov/newsevents/testimony/greenlee20090709a.htm","Jon D. Greenlee","Associate Director",""
2009-07-09,"Federal Reserve independence","http://www.federalreserve.gov/newsevents/testimony/kohn20090709a.htm","Donald L. Kohn","Vice Chairman","House"
2009-07-09,"Federal Reserve's Initiatives to Support Minority-Owned Institutions","http://www.federalreserve.gov/newsevents/speech/duke20090709a.htm","Elizabeth A. Duke","1","Public"
2009-07-10,"Comments on ""Financial Intermediation and the Post-Crisis Financial System""","http://www.federalreserve.gov/newsevents/speech/kohn20090710a.htm","Donald L. Kohn","2","Public"
2009-07-16,"Consumer protection","http://www.federalreserve.gov/newsevents/testimony/duke20090716a.htm","Elizabeth A. Duke","Governor","House"
2009-07-21,"Semiannual Monetary Policy Report to the Congress","http://www.federalreserve.gov/newsevents/testimony/bernanke20090721a.htm","Ben S. Bernanke","Chairman","House"
2009-07-23,"Regulatory restructuring","http://www.federalreserve.gov/newsevents/testimony/tarullo20090723a.htm","Daniel K. Tarullo","Governor","Senate"
2009-07-24,"Regulatory restructuring","http://www.federalreserve.gov/newsevents/testimony/bernanke20090724a.htm","Ben S. Bernanke","Chairman","House"
2009-08-04,"Bank supervision","http://www.federalreserve.gov/newsevents/testimony/tarullo20090804a.htm","Daniel K. Tarullo","Governor","Senate"
2009-08-21,"Reflections on a Year of Crisis","http://www.federalreserve.gov/newsevents/speech/bernanke20090821a.htm","Ben S. Bernanke","3","Public"
2009-08-21,"Bagehot's Dictum in Practice: Formulating and Implementing Policies to Combat the Financial Crisis","http://www.federalreserve.gov/newsevents/speech/madigan20090821a.htm","Brian F. Madigan",NA,"Public"
2009-08-25,"The Community Affairs Function at the Federal Reserve","http://www.federalreserve.gov/newsevents/speech/tarullo20090825a.htm","Daniel K. Tarullo","1","Public"
2009-09-10,"Comments on ""Interpreting the Unconventional U.S. Monetary Policy of 2007-2009""","http://www.federalreserve.gov/newsevents/speech/kohn20090910a.htm","Donald L. Kohn","2","Public"
2009-09-14,"Regulatory Perspectives on the Changing Accounting Landscape","http://www.federalreserve.gov/newsevents/speech/duke20090914a.htm","Elizabeth A. Duke","1","Public"
2009-09-15,"Reflections on a Year of Crisis","http://www.federalreserve.gov/newsevents/speech/bernanke20090821a.htm","Ben S. Bernanke","3","Public"
2009-09-25,"Federal Reserve Transparency","http://www.federalreserve.gov/newsevents/testimony/alvarez20090925a.htm","Scott G. Alvarez","General Counsel","House"
2009-09-25,"Brief Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20090925a.htm","Ben S. Bernanke","3","Public"
2009-09-25,"Longer Days, Fewer Weekends","http://www.federalreserve.gov/newsevents/speech/warsh20090925a.htm","Kevin Warsh","1","Public"
2009-09-30,"International cooperation to modernize financial regulation","http://www.federalreserve.gov/newsevents/testimony/tarullo20090930a.htm","Daniel K. Tarullo","Governor",""
2009-09-30,"Central Bank Exit Policies","http://www.federalreserve.gov/newsevents/speech/kohn20090930a.htm","Donald L. Kohn","2","Public"
2009-10-01,"Regulatory reform","http://www.federalreserve.gov/newsevents/testimony/bernanke20091001a.htm","Ben S. Bernanke","Chairman","House"
2009-10-08,"The Federal Reserve's Balance Sheet: An Update","http://www.federalreserve.gov/newsevents/speech/bernanke20091008a.htm","Ben S. Bernanke","3","Public"
2009-10-08,"In the Wake of the Crisis","http://www.federalreserve.gov/newsevents/speech/tarullo20091008a.htm","Daniel K. Tarullo","1","Public"
2009-10-09,"Monetary Policy Research and the Financial Crisis: Strengths and Shortcomings","http://www.federalreserve.gov/newsevents/speech/kohn20091009a.htm","Donald L. Kohn","2","Public"
2009-10-13,"The Economic Outlook","http://www.federalreserve.gov/newsevents/speech/kohn20091013a.htm","Donald L. Kohn","2","Public"
2009-10-14,"State of the banking industry","http://www.federalreserve.gov/newsevents/testimony/tarullo20091014a.htm","Daniel K. Tarullo","Governor","Senate"
2009-10-19,"Asia and the Global Financial Crisis","http://www.federalreserve.gov/newsevents/speech/bernanke20091019a.htm","Ben S. Bernanke","3","Public"
2009-10-21,"Confronting Too Big to Fail","http://www.federalreserve.gov/newsevents/speech/tarullo20091021a.htm","Daniel K. Tarullo","1","Public"
2009-10-23,"International Perspective on the Crisis and Response","http://www.federalreserve.gov/newsevents/speech/kohn20091023a.htm","Donald L. Kohn","2","Public"
2009-10-23,"Financial Regulation and Supervision after the Crisis: The Role of the Federal Reserve","http://www.federalreserve.gov/newsevents/speech/bernanke20091023a.htm","Ben S. Bernanke","3","Public"
2009-10-29,"Regulatory reform","http://www.federalreserve.gov/newsevents/testimony/tarullo20091029a.htm","Daniel K. Tarullo","Governor","House"
2009-11-02,"Residential and commercial real estate","http://www.federalreserve.gov/newsevents/testimony/greenlee20091102a.htm","Jon D. Greenlee","Associate Director","House"
2009-11-02,"Incentive Compensation, Risk Management, and Safety and Soundness","http://www.federalreserve.gov/newsevents/speech/tarullo20091102a.htm","Daniel K. Tarullo","1","Public"
2009-11-09,"Financial Regulation: Past and Future","http://www.federalreserve.gov/newsevents/speech/tarullo20091109a.htm","Daniel K. Tarullo","1","Public"
2009-11-10,"Supervising and Resolving Large Financial Institutions","http://www.federalreserve.gov/newsevents/speech/tarullo20091110a.htm","Daniel K. Tarullo","1","Public"
2009-11-16,"On the Outlook for the Economy and Policy","http://www.federalreserve.gov/newsevents/speech/bernanke20091116a.htm","Ben S. Bernanke","3","Public"
2009-11-16,"Policy Challenges for the Federal Reserve","http://www.federalreserve.gov/newsevents/speech/kohn20091116a.htm","Donald L. Kohn","2","Public"
2009-11-30,"Small business lending","http://www.federalreserve.gov/newsevents/testimony/greenlee20091130a.htm","Jon D. Greenlee","Associate Director",""
2009-12-03,"Confirmation hearing","http://www.federalreserve.gov/newsevents/testimony/bernanke20091203a.htm","Ben S. Bernanke","Chairman","Senate"
2009-12-07,"Frequently Asked Questions","http://www.federalreserve.gov/newsevents/speech/bernanke20091207a.htm","Ben S. Bernanke","3","Public"
2009-12-09,"Keys to Successful Neighborhood Stabilization","http://www.federalreserve.gov/newsevents/speech/duke20091209a.htm","Elizabeth A. Duke","1","Public"
2009-12-10,"Envisioning a Future for Housing Finance","http://www.federalreserve.gov/newsevents/speech/duke20091210a.htm","Elizabeth A. Duke","1","Public"
2010-01-03,"Monetary Policy and the Housing Bubble","http://www.federalreserve.gov/newsevents/speech/bernanke20100103a.htm","Ben S. Bernanke","3","Public"
2010-01-03,"Monetary Policy in the Crisis: Past, Present, and Future","http://www.federalreserve.gov/newsevents/speech/kohn20100103a.htm","Donald L. Kohn","2","Public"
2010-01-04,"The Economic Outlook","http://www.federalreserve.gov/newsevents/speech/duke20100104a.htm","Elizabeth A. Duke","1","Public"
2010-01-27,"Commercial Real Estate","http://www.federalreserve.gov/newsevents/testimony/greenlee20100127a.htm","Jon D. Greenlee","Associate Director",""
2010-01-29,"Focusing on Bank Interest Rate Risk Exposure","http://www.federalreserve.gov/newsevents/speech/kohn20100129a.htm","Donald L. Kohn","2","Public"
2010-02-03,"Swearing-In Ceremony Remarks","http://www.federalreserve.gov/newsevents/speech/bernanke20100203a.htm","Ben S. Bernanke","3","Public"
2010-02-03,"Regulation and Its Discontents","http://www.federalreserve.gov/newsevents/speech/warsh20100203a.htm","Kevin Warsh","1","Public"
2010-02-10,"Federal Reserve's exit strategy","http://www.federalreserve.gov/newsevents/testimony/bernanke20100210a.htm","Ben S. Bernanke","Chairman","House"
2010-02-12,"Equipping financial regulators with the tools necessary to monitor systemic risk","http://www.federalreserve.gov/newsevents/testimony/tarullo20100212a.htm","Daniel K. Tarullo","Governor","Senate"
2010-02-18,"Unusual and Exigent: My First Year at the Fed","http://www.federalreserve.gov/newsevents/speech/duke20100218a.htm","Elizabeth A. Duke","1","Public"
2010-02-24,"Semiannual Monetary Policy Report to the Congress","http://www.federalreserve.gov/newsevents/testimony/bernanke20100224a.htm","Ben S. Bernanke","Chairman","House"
2010-02-25,"Incentive compensation","http://www.federalreserve.gov/newsevents/testimony/alvarez20100225a.htm","Scott G. Alvarez","General Counsel","House"
2010-02-26,"Small business lending","http://www.federalreserve.gov/newsevents/testimony/duke20100226a.htm","Elizabeth A. Duke","Governor","House"
2010-02-26,"Financial Regulatory Reform","http://www.federalreserve.gov/newsevents/speech/tarullo20100226a.htm","Daniel K. Tarullo","1","Public"
2010-03-17,"The Federal Reserve's role in bank supervision","http://www.federalreserve.gov/newsevents/testimony/bernanke20100317a.htm","Ben S. Bernanke","Chairman","House"
2010-03-18,"Insurance holding company supervision","http://www.federalreserve.gov/newsevents/testimony/greenlee20100318a.htm","Jon D. Greenlee","Associate Director","House"
2010-03-18,"Toward an Effective Resolution Regime for Large Financial Institutions","http://www.federalreserve.gov/newsevents/speech/tarullo20100318a.htm","Daniel K. Tarullo","1","Public"
2010-03-20,"Preserving a Central Role for Community Banking","http://www.federalreserve.gov/newsevents/speech/bernanke20100320a.htm","Ben S. Bernanke","3","Public"
2010-03-24,"Credit scoring","http://www.federalreserve.gov/newsevents/testimony/braunstein20100323a.htm","Sandra F. Braunstein","Director","House"
2010-03-24,"Homework Assignments for Monetary Policymakers","http://www.federalreserve.gov/newsevents/speech/kohn20100324a.htm","Donald L. Kohn","2","Public"
2010-03-25,"Federal Reserve's exit strategy","http://www.federalreserve.gov/newsevents/testimony/bernanke20100325a.htm","Ben S. Bernanke","Chairman","House"
2010-03-26,"Lessons from the Crisis Stress Tests","http://www.federalreserve.gov/newsevents/speech/tarullo20100326a.htm","Daniel K. Tarullo","1","Public"
2010-03-26,"An Ode to Independence","http://www.federalreserve.gov/newsevents/speech/warsh20100326a.htm","Kevin Warsh","1","Public"
2010-03-31,"Restoring Credit to Communities","http://www.federalreserve.gov/newsevents/speech/duke20100331a.htm","Elizabeth A. Duke","1","Public"
2010-04-07,"Economic Challenges: Past, Present, and Future","http://www.federalreserve.gov/newsevents/speech/20100407a.htm","Ben S. Bernanke","3","Public"
2010-04-08,"Economic Policy: Lessons from History","http://www.federalreserve.gov/newsevents/speech/bernanke20100408a.htm","Ben S. Bernanke","3","Public"
2010-04-08,"The Present and Future of Community Banking","http://www.federalreserve.gov/newsevents/speech/tarullo20100408a.htm","Daniel K. Tarullo","1","Public"
2010-04-08,"The Economic Outlook","http://www.federalreserve.gov/newsevents/speech/kohn20100408a.htm","Donald L. Kohn","2","Public"
2010-04-08,"The Importance of Financial Education","http://www.federalreserve.gov/newsevents/speech/duke20100408a.htm","Elizabeth A. Duke","1","Public"
2010-04-13,"Involving Markets and the Public in Financial Regulation","http://www.federalreserve.gov/newsevents/speech/tarullo20100413a.htm","Daniel K. Tarullo","1","Public"
2010-04-13,"Fostering Financial Literacy","http://www.federalreserve.gov/newsevents/speech/bernanke20100413a.htm","Ben S. Bernanke","3","Public"
2010-04-14,"Economic outlook","http://www.federalreserve.gov/newsevents/testimony/bernanke20100414a.htm","Ben S. Bernanke","Chairman",""
2010-04-19,"Issues in Economic Development","http://www.federalreserve.gov/newsevents/speech/duke20100419a.htm","Elizabeth A. Duke","1","Public"
2010-04-20,"Lessons from the failure of Lehman Brothers","http://www.federalreserve.gov/newsevents/testimony/bernanke20100420a.htm","Ben S. Bernanke","Chairman","House"
